cohort,batch,id,metab_1,metab_2,metab_3,metab_4,metab_5,metab_6,metab_7
cohort_A,batch2,id_7857,1.65143945179769,1.29542391223816,1.81726781906069,0.893049103496281,5.31141909739828,1.36824220640069,0.803800242823186
cohort_A,batch6,id_5254,1.55159245179028,1.06245790105222,2.03561728877302,1.03104690691852,0,1.77592909215543,1.05530965635111
cohort_A,batch7,id_6525,2.57444864470399,2.53352108785701,,0.996330357344238,0.60027231719817,1.0791628731749,2.1752328723889
cohort_A,batch5,id_7549,0.961194471950057,0.591393928452811,1.99798539051092,1.28041435830706,2.61274455093869,1.40435880680637,0.896538354154526
cohort_A,batch6,id_3181,3.26531658757393,3.84724342647925,15.6772824691665,2.37981930271125,3.25172013433714,1.77132683499298,2.54137550483822
cohort_A,batch10,id_7624,4.7418366735199,1.74735196134081,1.17504177050026,1.06818973655702,1.26225997645959,0.677458481687668,1.7642292075513
cohort_A,batch4,id_3233,2.13047399985861,1.98507366728232,3.56320749149032,1.23312687907722,1.91144506975097,1.88324239164238,1.08930287338715
cohort_A,batch9,id_6704,0.279716215857261,0.509639244578503,0.470119573873618,0.336051775628641,0.485222088247824,0,0.879381783712078
cohort_A,batch2,id_4329,0.322530268745164,0.354106737576538,2.18045219645629,0.3742202959161,0.808237274831508,0,0.840423103032503
cohort_A,batch9,id_7001,0.736858452759224,0.702394134392842,1.66691857810726,0.905554418201274,1.12457951232309,0,0.794874487270099
cohort_A,batch1,id_7203,0.842899818175224,0.991502142093743,0.545106557127967,0.96461251493979,0,4.08103111788924,0.195042907531219
cohort_A,batch6,id_1495,0.792758735423218,0.337750423869506,0.73406771051791,1.10123742938737,0.531601221835644,0,0.260476048391532
cohort_A,batch7,id_1624,3.4489150535918,2.87943936795365,1.06213602548646,9.47402156180898,1.73328309023583,0,1.47234482521304
cohort_A,batch2,id_8782,0.557199742394927,0.404518185703776,4.51907333170551,1.96765975982329,6.00721357064147,0,3.88575663779053
cohort_A,batch7,id_4946,1.21197041783191,1.4792623166171,1.10942512995265,2.06716360402517,0.53327628276402,2.92073138601319,0.51222575093007
cohort_A,batch10,id_7289,2.48218261253242,1.96846726531031,0.922465592246523,0,6.79379173261333,1.51968641337381,1.29796560634391
cohort_A,batch7,id_3328,3.0511764000393,1.85191359203657,1.1576694754844,0.441898721870904,1.72877700549181,1.05799437711579,0.277324250677027
cohort_A,batch8,id_5769,0.678519809995877,0.299527590645462,1.06981199136738,0.62628108132807,0,0,0.993202259849161
cohort_A,batch2,id_7787,3.66782271261445,2.18902634285225,2.39064822677301,0.84795301650428,3.356908402749,0,0.987829386281524
cohort_A,batch2,id_7269,2.00815537760922,1.09007931793506,3.87771278077296,0,1.42782869965609,1.56244940413638,1.15661145706344
cohort_A,batch1,id_7186,0.58400833478747,0.916732353487723,0.746319721030684,0.406852512417481,0.425716209841753,1.58960356326815,0.476638245758458
cohort_A,batch1,id_9690,2.65773797672652,2.66983057903472,1.60147378536843,4.83336657262654,0.630613193142805,1.05393915516476,1.03260722742296
cohort_A,batch1,id_4342,0.340363555511854,0.948923843033879,2.88776146066842,0.649861878034629,1.92793075582948,2.6311977572765,1.33612555179422
cohort_A,batch4,id_9066,1.33826588964821,2.37829313535298,1.78352463948579,0.295156084812247,1.12633562215811,2.7606825381105,1.34857660883655
cohort_A,batch4,id_7385,0.88181286297154,0.41444126336935,2.5413176451705,5.63749014725978,5.04244420462164,0,1.97844646529939
cohort_A,batch9,id_2579,0.435412071102713,0.297748942248475,2.33962337975714,0.963134096630407,1.95998512109834,2.26391974199196,1.21638848676531
cohort_A,batch8,id_8855,0.180296581281891,0.182013800096885,1.01424191993248,0.750742568723389,1.57006072229409,4.65393415607116,2.58657496716027
cohort_A,batch10,id_6966,0.259028325055069,0.820877557913011,0.53083285895894,0,0.791280334357814,0.583790318177621,0.388646867407685
cohort_A,batch2,id_6877,0.780302325484873,0.622284218240459,0.418718245002293,0.795242550511741,0,0.933673227164794,0.779039524339608
cohort_A,batch4,id_1193,4.51757929987797,1.97210574986944,2.20960302289769,0.374079087720038,1.26305915819701,0,0.884009237696636
cohort_A,batch1,id_691,2.48784702553703,4.23422306920986,1.0498118591333,2.13727804008695,2.55917750407673,8.66982061348354,1.52155260765729
cohort_A,batch4,id_5580,0.57879521128611,0.56900414598934,1.27538986094834,2.49104832035066,0.725762235320168,0,1.3632308495244
cohort_A,batch2,id_3916,0.337030492752659,0.951276485303864,1.15406458326928,2.63026823949488,0,0.644578338294603,0.592823487294002
cohort_A,batch10,id_7231,4.24253250568887,1.89115123578293,1.76096968783178,1.48549887423916,2.33236747751081,0.682957872581645,5.30865273004839
cohort_A,batch2,id_6880,0.130256945598301,0.704617505902893,0.886013590351269,0,0,0,0.121180951034457
cohort_A,batch3,id_5174,3.17342994928447,3.46564505698551,2.48234135909396,1.05664923825654,1.91647913346167,0.726725189598646,1.9654987980675
cohort_A,batch9,id_6183,0.427209886594033,1.73868905388329,1.09427988609938,0.556665572671427,1.6004165661712,1.28404772760032,0.718742113972691
cohort_A,batch7,id_4209,0.296301187542403,0.57469853473776,0.970290471122471,0.296284914050568,4.87366610061085,0,0.859444611854375
cohort_A,batch9,id_9060,1.69931473571336,1.92546670132877,0.700626739187544,1.60051286486118,1.23838016919857,6.68481744841129,0.611233423728533
cohort_A,batch7,id_1596,0.250715736515825,0.413486245591324,0.526046181436564,0.302902119345653,0.871092934599815,0.662010532925662,0.946074723725657
cohort_A,batch5,id_2135,1.21970020523961,0.622172902968997,1.55073078790681,1.34202568236761,0.606843986823051,3.16591882891125,1.01726252883945
cohort_A,batch3,id_1800,0.298385863576074,0.367488988393249,0.782616131400135,0.801635468758049,1.09963009825919,2.71136851760916,0.785015907858142
cohort_A,batch7,id_3682,0.194399726324214,0.192361065786061,1.41237846262084,0.326956009164087,0,1.95474193114874,0.305831490289644
cohort_A,batch10,id_1340,2.56315004856373,4.17694471740079,1.26501391998597,0.736865672272637,1.92701849885435,0,2.17063920023296
cohort_A,batch9,id_1212,0.327565634571386,0.294305594392197,0.231349901655297,0.987246965005354,2.31633047281061,2.71163665096901,1.31441533285551
cohort_A,batch1,id_2465,2.49621149490515,1.03964573870055,0.631329538930438,0,1.17681527870812,0,0.625529361891317
cohort_A,batch9,id_5419,0.739059644277182,1.30909549262102,0.283838515149204,0.665547214229482,2.96340675329051,1.02767616844229,0.964558993337651
cohort_A,batch5,id_212,0.292046000852716,0.20197050423366,0.400975488165453,0.654758208923687,0,3.90386090513022,2.21650551755811
cohort_A,batch10,id_1959,0.766509871184777,0.614157642392964,0.530711478322961,1.25765700436277,0,0,1.38905932676307
cohort_A,batch10,id_9681,1.08141310033158,0.810049015824595,0.274972933739697,2.35417857347599,0,0.717780141709673,0.503133249136251
cohort_A,batch7,id_4441,2.83311782166941,1.84164059420145,0.681197212360022,3.27424669814172,1.69026257179069,3.36539568126242,0.754030125733609
cohort_A,batch10,id_6319,3.40848462088965,12.3479452022712,4.958302387578,0.85960863179324,0,4.14265398982772,0.513508673066822
cohort_A,batch1,id_375,1.86414175272491,1.62142503032321,0.504293426664886,0.840321351280245,0.532391214359044,2.86158196971509,2.71940383272703
cohort_A,batch5,id_7540,0.120297834799656,0.639297612006675,0.582818514072588,0.504507983719523,0.462017737084862,0,2.0151203417212
cohort_A,batch4,id_5576,3.43533735946442,2.21163586961072,5.25683270137189,4.65721663834424,2.29342749980359,0,1.2301658808274
cohort_A,batch1,id_3950,3.82514582243115,0.806061928902642,1.539485846213,1.02488919330548,2.05655711269022,0,2.42940362367391
cohort_A,batch4,id_2402,0.888525098440817,1.49911971147247,2.00840124259869,0.812472977985764,2.5654324539055,1.92172353887351,0.210020695421
cohort_A,batch8,id_3186,1.00504321596073,0.285135593135737,3.57762358558314,0.370114744674896,0.710813517270547,0,1.51885853699863
cohort_A,batch6,id_5342,7.27056127558599,3.60967208051352,0.873075672694282,2.54483390432886,1.70637446322777,5.51011337925652,3.42797840546934
cohort_A,batch5,id_220,1.22405026443591,2.46375638125948,0.467082683715145,1.66127623739259,0.925430161321893,0.760222322067508,2.0586406673274
cohort_A,batch8,id_8743,0.579175062667766,0.775990796911049,1.26659104839357,0.335011182981622,0.847974235899614,4.04088244215497,0.956702988960527
cohort_A,batch3,id_1617,0.64737607857255,2.27038650391912,0.159660537682808,1.12218382052689,0.548067327650757,0.754591078305189,0.396085852437756
cohort_A,batch7,id_3815,0.235753528385987,1.30873646741571,0.493773206462083,1.8747075391338,1.61138041400374,0,0.190347102251704
cohort_A,batch8,id_5967,0.737794957276408,1.58906679683981,7.99466709654927,0.347583241763943,0.726308302880974,0.924295550257001,8.10016091379253
